City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,mahibadhoo,3.7833,72.9667,26.6,75,95,2.04,MV,1670273032
283,lavrentiya,65.5833,-171.0,-1.28,91,100,8.99,RU,1670273026
284,rio grande,-32.035,-52.0986,27.06,77,0,5.19,BR,1670273033
285,pangnirtung,66.1451,-65.7125,-5.0,93,100,9.26,CA,1670273033
286,kerman,30.2832,57.0788,2.92,81,40,0.0,IR,1670273033
287,ambilobe,-13.2,49.05,24.16,84,25,0.54,MG,1670273034
288,obo,5.3998,26.4869,24.46,55,81,0.7,CF,1670273034
289,huanren,41.2647,125.3667,-11.42,91,6,1.14,CN,1670273034
290,culebra,18.303,-65.301,27.22,82,3,1.34,PR,1670273035
291,zhuanghe,39.7008,122.9911,-2.67,42,0,2.67,CN,1670273035
292,bischheim,48.6163,7.7552,5.74,100,100,1.54,FR,1670273035
293,necochea,-38.5473,-58.7368,34.29,25,6,7.18,AR,1670272973
294,coquimbo,-29.9533,-71.3436,18.85,72,75,4.63,CL,1670273036
295,mweka,-4.85,21.5667,18.78,97,66,0.59,CD,1670273036
296,kharp,66.8014,65.8081,-14.39,92,29,3.36,RU,1670273037
297,ossora,59.2353,163.0719,-14.47,82,52,5.06,RU,1670272749
298,dawlatabad,36.4141,64.9053,-0.15,76,100,2.38,AF,1670273037
299,bossangoa,6.4926,17.4552,25.96,34,38,1.52,CF,1670273037
300,vardo,70.3705,31.1107,-2.01,80,100,5.66,NO,1670273038
301,meulaboh,4.1363,96.1285,23.26,93,100,1.83,ID,1670273038
302,pampierstad,-27.7832,24.6877,17.91,13,35,2.54,ZA,1670273038
303,potosi,-19.5836,-65.7531,9.79,47,84,8.0,BO,1670273039
304,krasnorechenskiy,44.6265,135.3532,-18.08,93,7,1.71,RU,1670273039
305,hamilton,39.1834,-84.5333,9.13,55,100,4.63,US,1670272979
306,virginia beach,36.8529,-75.978,12.23,69,75,3.09,US,1670272484
307,tabuk,17.4189,121.4443,22.51,94,100,1.83,PH,1670273040
308,arman,59.7,150.1667,-27.88,90,8,3.54,RU,1670273040
309,codrington,-38.2667,141.9667,13.3,69,11,5.4,AU,1670273040
310,ust-maya,60.4167,134.5333,-25.85,90,100,2.43,RU,1670273041
311,saint-francois,46.4154,3.9054,-0.18,93,17,0.51,FR,1670273041
312,sept-iles,50.2001,-66.3821,-1.64,93,100,5.14,CA,1670273041
313,taman,45.2117,36.7161,0.99,79,16,12.61,RU,1670273042
314,sitka,57.0531,-135.33,4.94,75,100,3.09,US,1670273042
315,sigli,5.3848,95.9609,25.47,80,100,1.35,ID,1670273043
316,yasenskaya,46.3592,38.269,-3.33,65,2,9.91,RU,1670273043
317,labuhan,-6.8844,112.2051,26.15,82,100,1.44,ID,1670273043
318,victoria,22.2855,114.1577,16.81,78,66,5.36,HK,1670272856
319,porto novo,6.4965,2.6036,27.9,83,40,3.12,BJ,1670273044
320,placido de castro,-10.3353,-67.1856,21.68,98,97,3.66,BR,1670273044
321,santa maria,-29.6842,-53.8069,29.61,58,40,5.66,BR,1670273045
322,touros,-5.1989,-35.4608,26.45,73,23,5.69,BR,1670273045
323,dickinson,29.4608,-95.0513,28.04,75,75,7.2,US,1670272896
324,poronaysk,49.2167,143.1167,-12.1,76,5,4.05,RU,1670273045
325,dawson creek,55.7666,-120.2362,-16.2,66,20,4.63,CA,1670273046
326,asfi,32.2994,-9.2372,18.07,82,6,8.0,MA,1670273046
327,shimoda,34.6667,138.95,7.84,90,100,6.26,JP,1670272961
328,vila franca do campo,37.7167,-25.4333,17.33,83,70,5.76,PT,1670273047
329,gat,31.61,34.7642,17.44,100,16,0.88,IL,1670273047
330,freeport,40.6576,-73.5832,9.14,60,0,3.6,US,1670272927
331,launceston,-41.45,147.1667,11.56,69,100,6.17,AU,1670273048
332,kromy,52.6876,35.7667,-7.61,72,100,4.03,RU,1670273048
333,lorengau,-2.0226,147.2712,26.2,81,100,1.55,PG,1670272775
334,bud,39.447,-86.1758,7.41,65,100,3.19,US,1670273048
335,salalah,17.0151,54.0924,24.05,57,0,2.06,OM,1670273049
336,vilhena,-12.7406,-60.1458,22.12,100,75,7.72,BR,1670273049
337,aldan,58.6031,125.3894,-22.82,96,100,3.0,RU,1670273049
338,bilma,18.6853,12.9164,23.74,19,4,2.43,NE,1670273050
339,saint anthony,45.0205,-93.218,-0.99,61,100,5.66,US,1670273050
340,bujaru,-1.515,-48.0447,23.37,97,100,0.87,BR,1670273051
341,qandala,11.472,49.8728,23.99,69,21,1.91,SO,1670273051
342,mayumba,-3.432,10.6554,25.36,91,100,2.27,GA,1670273051
343,namibe,-15.1961,12.1522,21.44,78,16,2.25,AO,1670273052
344,olinda,-8.0089,-34.8553,25.85,78,75,2.57,BR,1670272723
345,lensk,60.7253,114.9278,-11.77,94,100,5.5,RU,1670273052
346,butterworth,5.3991,100.3638,27.41,90,40,0.0,MY,1670273052
347,deep river,46.1001,-77.4995,5.86,54,100,3.27,CA,1670273053
348,denpasar,-8.65,115.2167,25.81,94,40,1.03,ID,1670272929
349,manggar,-2.8833,108.2667,25.81,83,100,1.12,ID,1670273053
350,bonavista,48.6499,-53.1147,2.99,93,100,5.37,CA,1670273054
351,srednekolymsk,67.45,153.6833,-39.0,100,100,0.76,RU,1670273046
352,coracora,-15.0333,-73.7833,10.14,53,83,2.14,PE,1670273054
353,tiksi,71.6872,128.8694,-24.98,97,100,5.4,RU,1670273055
354,dauphin,51.1494,-100.0502,-19.92,59,0,4.63,CA,1670272933
355,smolyaninovo,43.2956,132.4675,-20.3,61,0,0.64,RU,1670273055
356,orange,33.7,-117.7675,18.76,61,75,4.12,US,1670272862
357,port shepstone,-30.7414,30.455,19.5,69,19,8.52,ZA,1670273056
358,guaranesia,-21.2992,-46.8025,20.48,92,100,1.8,BR,1670273056
359,turukhansk,65.8167,87.9833,-3.8,95,100,6.23,RU,1670273056
360,smithers,54.7804,-127.1743,-13.82,78,0,2.06,CA,1670272821
361,ust-ilimsk,58.0006,102.6619,-12.75,92,100,6.24,RU,1670273057
362,los llanos de aridane,28.6585,-17.9182,17.86,85,40,2.68,ES,1670273057
363,masterton,-40.9597,175.6575,16.6,58,19,4.79,NZ,1670273057
364,poum,-20.2333,164.0167,26.47,85,100,6.62,NC,1670273058
365,klaksvik,62.2266,-6.589,4.51,65,90,11.8,FO,1670273058
366,santa ana,33.7456,-117.8678,18.91,60,75,4.12,US,1670272996
367,madang,-5.2246,145.7966,24.56,90,100,1.64,PG,1670273059
368,ternate,0.8,127.4,26.85,77,98,1.5,ID,1670273059
369,la baule-escoublac,47.2922,-2.364,2.06,92,75,3.09,FR,1670273059
370,riyadh,24.6877,46.7219,22.08,38,79,5.36,SA,1670272524
371,coihaique,-45.5752,-72.0662,13.34,88,92,4.27,CL,1670273060
372,dhidhdhoo,6.8833,73.1,26.29,82,100,7.32,MV,1670273060
373,tuatapere,-46.1333,167.6833,8.93,87,98,2.14,NZ,1670273061
374,podporozhye,60.9112,34.1706,-7.48,95,100,3.05,RU,1670273061
375,ferme-neuve,46.7001,-75.4493,1.75,66,100,4.24,CA,1670273062
376,carora,10.1755,-70.0827,28.79,41,95,3.23,VE,1670273062
377,grindavik,63.8424,-22.4338,-1.74,100,20,2.06,IS,1670272803
378,sirjan,29.452,55.6814,10.21,60,36,1.4,IR,1670273062
379,adre,13.4667,22.2,21.32,19,5,7.99,TD,1670273063
380,dalbandin,28.8947,64.4101,12.03,32,0,3.34,PK,1670273063
381,ratholo,-22.7245,27.572,22.08,65,80,2.08,BW,1670273064
382,xixiang,35.1628,112.865,3.03,45,19,1.77,CN,1670273064
383,najran,17.4924,44.1277,16.36,37,0,0.35,SA,1670272819
384,port hardy,50.6996,-127.4199,1.1,100,100,2.06,CA,1670273064
385,belmonte,-15.8631,-38.8828,23.59,83,100,2.98,BR,1670272795
386,kiunga,-6.1219,141.2906,22.46,99,100,0.82,PG,1670273065
387,khasan,42.4308,130.6434,-6.26,53,0,4.79,RU,1670273065
388,aleksandrov gay,50.147,48.5704,-9.77,79,18,4.0,RU,1670273066
389,ludvika,60.1496,15.1878,-8.7,96,50,1.52,SE,1670273066
390,port said,31.2565,32.2841,20.06,58,65,5.87,EG,1670272803
391,fomboni,-12.28,43.7425,27.09,78,4,7.16,KM,1670273067
392,gavle,60.6745,17.1417,-6.48,84,30,0.45,SE,1670273067
393,lakatoro,-16.0999,167.4164,28.02,73,73,2.47,VU,1670273067
394,novoseleznevo,55.6821,69.2056,-22.0,100,43,0.98,RU,1670273068
395,araouane,18.9048,-3.5265,27.64,16,100,2.45,ML,1670273068
396,vicente guerrero,19.1194,-98.1708,22.66,32,0,3.87,MX,1670273068
397,hanzhong,33.0728,107.0303,3.4,70,100,0.24,CN,1670273069
398,itaituba,-4.2761,-55.9836,32.09,62,20,0.0,BR,1670273069
399,kaabong,3.4836,34.1492,20.2,54,49,3.3,UG,1670273069
400,buraydah,26.326,43.975,17.25,73,99,5.53,SA,1670273021
401,praya,14.9215,-23.5087,23.3,64,75,4.63,CV,1670273070
402,cedral,23.8,-100.7333,24.27,21,3,0.76,MX,1670273070
403,terme,41.2092,36.9739,9.96,88,100,3.2,TR,1670273071
404,vila velha,-20.3297,-40.2925,25.97,83,20,6.17,BR,1670273071
405,uaua,-9.8414,-39.4817,24.82,70,95,7.56,BR,1670273071
406,kyaikkami,16.08,97.5675,25.16,80,35,3.99,MM,1670273072
407,sakakah,29.9697,40.2064,15.76,64,18,3.6,SA,1670272683
408,tromso,69.6496,18.957,2.01,87,75,5.14,NO,1670273060
409,kuna,43.4918,-116.4201,1.57,95,100,1.54,US,1670273072
410,khalkhal,37.6189,48.5258,-5.34,84,89,1.39,IR,1670273073
411,dicabisagan,17.0818,122.4157,24.22,92,100,3.31,PH,1670273073
412,yibin,28.7667,104.6238,10.49,71,100,0.86,CN,1670273073
413,udachnyy,66.4167,112.4,-23.64,76,100,4.78,RU,1670273074
414,kaupanger,61.1845,7.2404,-3.73,86,40,0.0,NO,1670273074
415,bon accord,53.8335,-113.4187,-12.86,84,100,2.57,CA,1670273074
416,gamboma,-1.8764,15.8644,22.96,85,93,1.41,CG,1670273075
417,leshukonskoye,64.8989,45.7622,-9.24,93,100,3.63,RU,1670273075
418,sibolga,1.7427,98.7792,23.49,90,100,1.16,ID,1670273075
419,marataizes,-21.0433,-40.8244,23.65,86,91,8.99,BR,1670273076
420,lastoursville,-0.8143,12.7287,22.6,96,70,0.3,GA,1670272820
421,sao joao da barra,-21.6403,-41.0511,26.05,84,85,8.78,BR,1670273076
422,aragats,40.4889,44.3528,-4.24,92,97,0.71,AM,1670273076
423,mizur,42.8531,44.0531,-4.86,94,65,1.15,RU,1670273077
424,tsabong,-26.0217,22.401,20.94,12,0,4.99,BW,1670273077
425,zhuhai,22.2769,113.5678,13.88,77,40,9.77,CN,1670273077
426,taoudenni,22.6783,-3.9836,27.21,16,20,1.14,ML,1670273036
427,hofn,64.2539,-15.2082,2.52,63,28,3.35,IS,1670273078
428,prince rupert,54.3161,-130.3201,1.83,76,0,4.12,CA,1670273078
429,kota kinabalu,5.9749,116.0724,22.99,94,20,2.24,MY,1670273078
430,tura,25.5198,90.2201,15.54,85,0,1.47,IN,1670273079
431,slave lake,55.2834,-114.769,-19.01,71,75,6.17,CA,1670273079
432,ulaangom,49.9811,92.0667,-27.22,88,16,0.99,MN,1670273080
433,fukuma,33.7667,130.4667,9.0,48,68,5.61,JP,1670273080
434,aquiraz,-3.9014,-38.3911,28.05,74,19,5.57,BR,1670273080
435,rabo de peixe,37.8,-25.5833,16.82,100,40,6.17,PT,1670273081
436,blackwater,-23.5833,148.8833,24.29,58,0,1.92,AU,1670273081
437,inta,66.0317,60.1659,-17.13,98,87,3.58,RU,1670273081
438,pacific grove,36.6177,-121.9166,14.9,80,0,6.26,US,1670273040
439,ostrovnoy,68.0531,39.5131,-6.6,89,33,10.13,RU,1670273082
440,ribeira brava,32.65,-17.0667,19.28,78,99,1.48,PT,1670273082
441,praia,14.9215,-23.5087,23.3,64,75,4.63,CV,1670273076
442,chifeng,42.2683,118.9636,-10.16,37,0,5.38,CN,1670273083
443,olsberg,51.35,8.5,-1.32,98,100,1.42,DE,1670273083
444,skelleftea,64.7507,20.9528,-2.22,100,20,3.6,SE,1670273083
445,alta floresta,-9.8756,-56.0861,21.71,99,100,1.59,BR,1670273084
446,dharapuram,10.7333,77.5167,21.66,89,99,2.58,IN,1670273084
447,tripoli,32.8752,13.1875,19.6,65,1,1.8,LY,1670273082
448,kainantu,-6.2887,145.8655,16.49,96,98,0.59,PG,1670273078
449,baykit,61.67,96.37,-17.11,96,90,2.57,RU,1670273040
450,sundsvall,62.3913,17.3063,-2.24,76,100,1.03,SE,1670272917
451,seoul,37.5683,126.9778,-0.31,61,75,1.54,KR,1670272932
452,kemin,42.7846,75.6892,-7.37,82,96,0.79,KG,1670273085
453,svetlyy,54.675,20.1347,-0.97,91,100,3.46,RU,1670273085
454,waingapu,-9.6567,120.2641,25.28,83,100,0.87,ID,1670273085
455,haines junction,60.7522,-137.5108,-9.41,95,96,0.65,CA,1670272980
456,tottori,35.5,134.2333,8.67,62,99,6.32,JP,1670273086
457,mercedes,-34.6515,-59.4307,36.69,12,0,6.37,AR,1670273086
458,margate,51.3813,1.3862,7.61,86,100,2.68,GB,1670273087
459,ndele,8.4109,20.6473,26.06,28,38,2.98,CF,1670273087
460,ozorkow,51.9634,19.2914,3.8,95,100,2.87,PL,1670273087
461,rosario do sul,-30.2583,-54.9142,31.8,30,0,5.78,BR,1670273088
462,labrea,-7.2586,-64.7981,23.27,98,100,1.71,BR,1670273088
463,skrunda,56.6833,22.0167,-5.09,92,100,2.54,LV,1670273088
464,samarai,-10.6167,150.6667,27.33,74,82,2.44,PG,1670273031
465,atherton,53.5237,-2.4935,5.72,87,88,0.45,GB,1670273089
466,verkhnyaya toyma,62.2349,44.9985,-9.45,92,95,2.57,RU,1670273089
467,fairview,40.8126,-73.999,8.63,38,0,3.6,US,1670273089
468,xuddur,4.1213,43.8894,25.06,46,84,4.79,SO,1670273090
469,tari,12.4086,4.4914,26.18,15,98,4.5,NG,1670273090
470,kahului,20.8947,-156.47,27.01,65,0,4.12,US,1670272807
471,bac lieu,9.285,105.7244,25.73,87,91,6.11,VN,1670273090
472,ternovka,51.678,41.6375,-8.66,55,7,1.72,RU,1670273091
473,roma,43.2128,-75.4557,7.08,33,0,2.06,US,1670272846
474,kamina,-8.7386,24.9906,15.4,97,99,1.54,CD,1670273091
475,kijang,35.2442,129.2139,-0.15,40,0,1.78,KR,1670273091
476,iralaya,15.0,-83.2333,26.41,76,40,5.79,HN,1670273092
477,pontianak,-0.0333,109.3333,23.72,92,36,0.97,ID,1670273092
478,leona vicario,20.9667,-87.1917,27.77,49,0,2.85,MX,1670273093
479,puerto narino,-3.7703,-70.3831,30.71,58,15,1.28,CO,1670273093
480,healdsburg,38.6105,-122.8692,15.15,76,0,4.12,US,1670272920
481,gumdag,39.2061,54.5906,-2.92,45,1,6.0,TM,1670273093
482,mount isa,-20.7333,139.5,18.87,59,0,0.0,AU,1670273033
483,dwarka,22.2394,68.9678,23.27,43,0,5.79,IN,1670273094
484,fallon,39.4735,-118.7774,8.93,43,40,3.6,US,1670273094
485,vao,-22.6667,167.4833,25.16,87,100,4.33,NC,1670273094
486,parfenyevo,58.484,43.4088,-10.79,88,100,2.65,RU,1670273095
487,camapua,-19.5314,-54.0439,26.56,77,90,0.75,BR,1670273095
488,kandrian,-6.2167,149.55,25.18,90,99,2.92,PG,1670273095
489,ahtopol,42.1,27.95,10.39,84,100,3.82,BG,1670273096
490,awjilah,29.1081,21.2869,18.46,32,1,3.76,LY,1670273096
491,pochutla,15.7432,-96.4661,31.57,44,1,3.01,MX,1670273097
492,hinton,53.4001,-117.5857,-12.64,92,100,2.68,CA,1670272826
493,tomohon,1.3346,124.8392,19.52,94,100,0.59,ID,1670273097
494,kununurra,-15.7667,128.7333,25.99,94,54,0.0,AU,1670273097
495,san juan,-31.5375,-68.5364,38.11,12,0,10.37,AR,1670273098
496,kamaishi,39.2667,141.8833,3.12,61,95,1.54,JP,1670273098
497,westport,41.1415,-73.3579,9.02,49,0,4.47,US,1670273099
498,the valley,18.217,-63.0578,27.92,69,20,4.63,AI,1670272977
499,port moresby,-9.4431,147.1797,23.68,94,20,1.54,PG,1670273099
500,krabi,8.0726,98.9105,24.11,94,40,1.54,TH,1670273099
501,the pas,53.8251,-101.2541,-25.99,70,100,5.66,CA,1670273100
502,loralai,30.3705,68.598,9.09,35,0,1.66,PK,1670273100
503,phalombe,-15.8064,35.6507,22.78,72,66,0.57,MW,1670273101
504,caravelas,-17.7125,-39.2481,23.21,83,100,2.82,BR,1670273101
505,zhicheng,30.2956,111.5047,3.69,67,43,0.79,CN,1670273101
506,bell ville,-32.6259,-62.6887,39.26,8,0,6.48,AR,1670273102
507,saint austell,50.3383,-4.7658,7.13,87,100,3.6,GB,1670273102
508,yarada,17.65,83.2667,21.18,94,23,1.03,IN,1670273103
509,ko samui,9.5357,99.9357,27.18,80,100,6.83,TH,1670273103
510,fasa,28.9383,53.6482,11.58,71,100,0.0,IR,1670272982
511,ios,36.7333,25.2833,14.95,58,94,5.81,GR,1670273104
512,kula,38.5473,28.6498,5.8,90,7,1.02,TR,1670273104
513,aiquile,-18.2041,-65.1807,24.6,23,90,8.26,BO,1670273105
514,lusambo,-4.9667,23.45,19.43,99,64,1.0,CD,1670273105
515,requena,39.4883,-1.1004,9.33,94,100,1.49,ES,1670272936
516,devonport,-41.1667,146.35,12.23,55,0,3.77,AU,1670273106
517,santa rita,-7.1139,-34.9781,26.37,83,75,3.6,BR,1670272902
518,nelson bay,-32.7167,152.15,20.56,86,51,5.36,AU,1670273106
519,senneterre,48.3835,-77.2328,-1.12,98,100,2.12,CA,1670273107
520,killybegs,54.6333,-8.45,5.84,83,32,4.64,IE,1670273107
521,keti bandar,24.1447,67.4497,22.93,63,0,3.43,PK,1670273108
522,rincon,32.296,-81.2354,17.98,83,100,3.09,US,1670272815
523,cabo rojo,18.0866,-67.1457,28.45,71,7,2.24,PR,1670273108
524,conselheiro pena,-19.1722,-41.4722,23.38,85,98,2.11,BR,1670273108
525,berlevag,70.8578,29.0864,1.0,86,100,7.2,NO,1670272851
526,nouadhibou,20.931,-17.0347,19.99,77,6,5.66,MR,1670272818
527,dawei,14.0833,98.2,24.1,83,18,3.07,MM,1670273109
528,sola,-13.8833,167.55,25.37,100,90,0.0,VU,1670273053
529,tabou,4.423,-7.3528,26.0,84,91,2.0,CI,1670273110
530,nokaneng,-19.6667,22.2667,28.13,36,76,2.79,BW,1670273110
531,mogocha,53.7333,119.7667,-20.24,93,100,1.35,RU,1670273111
532,sinnar,13.5691,33.5672,26.94,33,9,4.78,SD,1670272928
533,airai,-8.9266,125.4092,14.69,71,83,0.73,TL,1670273111
534,kovdor,67.5662,30.4758,-3.13,93,100,4.67,RU,1670273111
535,derzhavinsk,51.1,66.3167,-18.18,89,99,3.4,KZ,1670273112
536,mirpur mathelo,28.0227,69.5489,17.25,27,0,1.58,PK,1670273112
537,muyezerskiy,63.9333,31.65,-4.86,92,100,6.62,RU,1670273113
538,penzance,50.1186,-5.5371,7.38,78,100,9.29,GB,1670273113
539,sweetwater,25.7634,-80.3731,28.34,62,75,4.12,US,1670272851
540,solnechnyy,50.7214,136.6319,-19.87,90,75,2.35,RU,1670273113
541,nerchinskiy zavod,51.3088,119.61,-17.22,94,100,2.29,RU,1670273114
542,beira,-19.8436,34.8389,27.05,94,20,5.36,MZ,1670273114
543,sulangan,11.1373,123.7228,26.91,77,44,5.6,PH,1670273114
544,yichun,47.7,128.9,-20.31,94,22,2.12,CN,1670273115
545,salinopolis,-0.6136,-47.3561,27.04,77,100,4.72,BR,1670273015
546,balta,47.9355,29.6198,-4.07,78,86,4.15,UA,1670273115
547,kanye,-24.9667,25.3327,22.87,13,93,5.8,BW,1670273116
548,kyabram,-36.3167,145.05,13.26,74,2,6.37,AU,1670273116
549,guliston,40.4897,68.7842,-4.27,98,100,0.78,UZ,1670273116
550,umarizal,-5.9906,-37.8144,29.29,53,73,7.11,BR,1670273117
551,ratnagiri,16.9833,73.3,25.54,77,57,2.64,IN,1670273117
552,mwene-ditu,-7.0,23.45,16.16,99,95,1.41,CD,1670273118
553,chapais,49.7834,-74.8492,-5.12,85,99,3.82,CA,1670273118
554,mandalgovi,45.7625,106.2708,-15.35,41,0,3.35,MN,1670273014
555,wanning,18.8003,110.3967,18.79,89,88,5.43,CN,1670273081
556,havre-saint-pierre,50.2334,-63.5986,0.0,69,100,5.66,CA,1670273119
557,oranjemund,-28.55,16.4333,15.77,82,75,5.8,NA,1670273119
558,maumere,-8.6199,122.2111,25.95,78,99,1.33,ID,1670273119
559,sedro-woolley,48.5039,-122.2361,5.1,65,100,1.54,US,1670273120
560,port augusta,-32.5,137.7667,19.73,40,100,2.5,AU,1670273120
561,daru,-9.0763,143.2092,26.94,76,99,4.54,PG,1670273071
562,sisimiut,66.9395,-53.6735,1.08,69,100,5.65,GL,1670272854
563,davila,18.4726,120.5763,25.87,83,92,10.7,PH,1670273121
564,makakilo city,21.3469,-158.0858,26.36,67,75,1.54,US,1670273121
565,murgab,37.4966,61.9714,-0.07,74,100,2.06,TM,1670273121
566,linhares,-19.3911,-40.0722,22.51,87,100,2.41,BR,1670272939
